document_id,views,depth,full_reads_percent
61f9569a9a794794245a82abJ0AvX96vTAaQCiWVbzoMdw,23860.607736235153,1.259649943699561,56.81774583819177
628c22b89a79470e553f594bQS5CqzXYRnmDdR2LaSreEw,9911.624837960375,1.0682414202904558,36.07980315972669
627cb3249a7947ebdd752865XVsoyrUOT8OJJg2_finJhw,16236.932206556485,1.070230493310071,30.386146298655724
628618629a7947d4927eb812upfii3whSSuMXCqcqF8VbQ,4277.943149243114,1.0605694177245268,38.43313504170684
620e76109a7947235623695b5hzCiIHdSYKQIr8WAM18bw,64927.70239549424,1.1589046324233858,24.7686258516688
6267e9d39a79470f677fb6fajv_4Eb5ZQtip4IbvDqDuKw,16583.372625871685,1.04363069437824,32.115518715675904
624925809a79476c4461de30m1RFLN6XSPyEGdKhDO5nyA,70753.17449654275,1.1673721665970822,30.766361895116642
6239e4a39a7947e926f82194t8mN2pE6R4mAGowkxvegNw,161102.97856634756,1.1315953224437183,17.939761847676586
628a1a4e9a794771555c208bICJ13mlxTMehQcRuqtV6YA,3834.9838685916566,1.0692006470754536,41.27865009108839
626a5b0a9a7947627960acd0TdQDl3OoSMO5YuE7-m19eQ,14158.21253659505,1.0545841277406893,34.534415818980015
62528e479a7947535bdc6788c7U4L8VHQpuUFFaNED_q6g,11040.357221002554,1.0746444300898594,32.1624028967098
62612fe59a794783a68ada9e3TF3JpJGQJClbuUHy44UYw,26420.687468534215,1.0462431275904611,37.76397327437039
628cd9159a7947555da62ab1-m51bvtFS_yzCf2pq7lLQQ,6002.136209831801,1.0601596430637819,29.151690884674572
626e410e9a79471452f15e8eZ_d1-CbUQX2PIBrowzH5OQ,11303.389058807956,1.0603052777132604,19.713121144575418
624e87269a79479dd1977cc3v9cI_OAYQ8-5gqePHxVMpw,73518.92043122931,1.1398821177000977,28.92823319737827
628b8ab29a7947e00f67dcdaNlcWeEm_RlanbLAGB-qShw,30225.05664192227,1.0622798312329222,23.405675042772753
628ccf899a79474f5151d0c3HZKtUGp9SHiIpympsFuOrw,2045.1232230891742,1.0671105096331115,26.795182142375154
6249f7529a79479eb947fa1ehoBzMDQFT6mqValZu1Nr6g,46044.893995500046,1.16091714528735,47.01933819000827
6203bbc19a7947fb724902a8BhjQOV86Qa6ER9s4eK4Mpw,15893.726120616959,1.1425221339132208,28.805794362527784
620e3f2a9a7947868328f19f5hzCiIHdSYKQIr8WAM18bw,18985.19439119059,1.1450735664842346,19.973741916977524
620d18729a7947215abb84989JBgpzWFSNiMniLAH8SZaQ,16233.462302884382,1.1422636390353664,28.46960355395618
62937ab39a79475bb0821d13J6FV1xLkRbah3nyuod_sYw,6861.034866543569,1.049621078342739,27.507206353752302
623c39239a79472f1993960eMljwbh4gQuKeIA6eblcfGQ,429413.98354782356,1.1523232598216162,26.874824894560227
620f3e089a79475b34ade039KtVJsteHStO5oditt3Uvzw,50745.31485581193,1.1228516865226825,28.68632295025002
6202a73f9a79479b15f9b967g4_nokAoRvaMeR66cEHVXg,28394.970510991072,1.126165306867811,24.44873336437465
62051c4d9a79477c4a88100dvDi5_j0PQVCaKj2UJf9_gw,33113.33439018142,1.1435807484181637,35.37173414975272
620dfa929a79476189b0d2c4ZnPUfntARbaIIPZcQcvL1A,13171.363295561472,1.1694664620467847,36.984854352237896
620223d99a7947592e5b2287uc9l9VjjTuW6KZZBme45rg,9509.295558261125,1.229172515724075,50.6173693527267
620b6a7c9a794760c377c0549UuC_nw7SPu6DKHQzdxp1A,8080.328439717148,1.1527025763475447,28.41399834076887
62058ec59a79471f398a053b_kwPlPE5QqWP4vZwrzwALQ,74053.07562150386,1.1181349099343647,25.767984917568544
6282c24c9a79473846c46ebam_USFkdETtGZH6Fds7rRiA,24131.203314030463,1.052078064270582,37.103753182371804
629393009a794760730dff20Ty7cfynLQayiZQcjCFMVLA,2196.427394347123,1.0496913015889977,40.68490693636782
624d79399a794748b2cab87dRbm1v5M-RIOc8TNT_xKCww,42346.203245549106,1.1368995014530543,28.390045481088283
